formula,id,identifier,is_public,last_modified,project,KS_indirect_eV,KS_direct_eV,QP_indirect,QP_direct,C_value
AlCuSe2,5f22a1986e5d7cb9532580ae,mp-8016,True,2020-07-30T10:31:53.169000,dtu,1660.5,1660.48,2362.45,2362.43,701.95
Rb2PbO3,5f22a198b58a4a3d3003a376,mp-21489,True,2020-07-30T10:31:52.249000,dtu,2171.73,2188.78,3223.3,3240.35,1051.57
SrS,5f22a198b58a4a3d3003a377,mp-1087,True,2020-07-30T10:31:52.244000,dtu,3404.93,3822.57,5023.07,5440.71,1618.14
RbBS2,5f22a198b58a4a3d3003a37a,mp-15013,True,2020-07-30T10:31:52.550000,dtu,3452.85,3454.09,4978.02,4979.26,1525.17
BeTe,5f22a198b58a4a3d3003a37b,mp-252,True,2020-07-30T10:31:52.546000,dtu,2205.02,3942.07,3202.76,4939.81,997.74
Cd(AuF4)2,5f22a198b58a4a3d3003a37e,mp-29169,True,2020-07-30T10:31:52.789000,dtu,2366.84,2368.6,3177.42,3179.18,810.579
Ba2Ga2S5,5f22a198b58a4a3d3003a37f,mp-18421,True,2020-07-30T10:31:52.787000,dtu,3555.59,3555.56,4955.65,4955.62,1400.06
CsSnCl3,5f22a198b58a4a3d3003a382,mp-27394,True,2020-07-30T10:31:53.009000,dtu,3490.19,3490.16,5009.86,5009.83,1519.67
K3GeSe3,5f22a198b58a4a3d3003a383,mp-14435,True,2020-07-30T10:31:53.011000,dtu,2215.91,2238.55,3178.25,3200.89,962.336
SrF2,5f22a198c5384985221ceada,mp-981,True,2020-07-30T10:31:52.215000,dtu,9009.25,9052.21,12693.6,12736.5,3684.33
AlN,5f22a198c5384985221ceadd,mp-661,True,2020-07-30T10:31:52.429000,dtu,4532.09,4532.06,6371.12,6371.08,1839.03
KAlF4,5f22a198c5384985221ceade,mp-2910,True,2020-07-30T10:31:52.503000,dtu,9372.12,9392.91,12797.0,12817.8,3424.91
CsCdF3,5f22a198c5384985221ceae0,mp-8399,True,2020-07-30T10:31:52.723000,dtu,4635.01,5462.51,6440.21,7267.71,1805.2
NaPF6,5f22a198c5384985221ceae2,mp-10474,True,2020-07-30T10:31:52.741000,dtu,9771.85,9771.78,12870.7,12870.6,3098.87
Rb6Ge2O7,5f22a198c5384985221ceae5,mp-18224,True,2020-07-30T10:31:53.015000,dtu,4576.45,4576.41,6416.04,6416.0,1839.59
CaAlF5,5f22a198c5384985221ceae6,mp-8836,True,2020-07-30T10:31:52.994000,dtu,9406.26,9406.19,13028.1,13028.1,3621.86
CsNa3Li12(GeO4)4,5f22a199314c69f46a073b37,mp-17125,True,2020-07-30T10:31:53.226000,dtu,5123.18,5168.73,7248.73,7294.28,2125.55
Ge2N2O,5f22a199314c69f46a073b3a,mp-4187,True,2020-07-30T10:31:53.412000,dtu,3260.44,3368.0,4474.06,4581.62,1213.62
Li2CaGeO4,5f22a199314c69f46a073b3b,mp-7611,True,2020-07-30T10:31:53.451000,dtu,5159.25,5208.31,7259.75,7308.8,2100.5
Tl6SeI4,5f22a199314c69f46a073b3e,mp-28517,True,2020-07-30T10:31:53.707000,dtu,3009.4,3009.38,4455.91,4455.89,1446.51
KLi3GeO4,5f22a199314c69f46a073b3f,mp-18002,True,2020-07-30T10:31:53.715000,dtu,5126.01,5173.66,7275.84,7323.49,2149.83
KBaPS4,5f22a199314c69f46a073b42,mp-17088,True,2020-07-30T10:31:53.955000,dtu,3130.01,3129.98,4485.09,4485.07,1355.09
BaIF,5f22a199314c69f46a073b43,mp-22951,True,2020-07-30T10:31:53.964000,dtu,5033.63,5112.13,7269.12,7347.62,2235.49
P2Pd,5f22a19968c0040305054da6,mp-28266,True,2020-07-30T10:31:53.416000,dtu,641.564,872.708,875.554,1106.7,233.989
Tl(MoSe)3,5f22a19968c0040305054da8,mp-3411,True,2020-07-30T10:31:53.674000,dtu,668.283,770.013,895.95,997.679,227.666
GaAgSe2,5f22a19968c0040305054daa,mp-5518,True,2020-07-30T10:31:53.970000,dtu,631.158,631.153,901.765,901.76,270.607
Li2PdO2,5f22a1996e5d7cb9532580b1,mp-545750,True,2020-07-30T10:31:53.415000,dtu,1787.58,2173.43,2407.02,2792.87,619.44
LiBeAs,5f22a1996e5d7cb9532580b2,mp-9562,True,2020-07-30T10:31:53.447000,dtu,1445.82,1679.73,2072.59,2306.49,626.761
Nb2SnO6,5f22a1996e5d7cb9532580b5,mp-3324,True,2020-07-30T10:31:53.673000,dtu,1969.33,2071.86,2373.18,2475.71,403.852
Na4Ge2Te5,5f22a1996e5d7cb9532580b6,mp-28107,True,2020-07-30T10:31:53.713000,dtu,1400.45,1410.07,2059.95,2069.57,659.499
LaCuS2,5f22a1996e5d7cb9532580b9,mp-4841,True,2020-07-30T10:31:53.903000,dtu,1710.52,1710.51,2414.28,2414.27,703.755
Be2Te7Cl6,5f22a1996e5d7cb9532580ba,mp-505788,True,2020-07-30T10:31:53.998000,dtu,1495.3,1579.1,2146.35,2230.14,651.048
Cu3PS4,5f22a1996e5d7cb9532580bc,mp-3934,True,2020-07-30T10:31:54.152000,dtu,1687.61,1687.59,2350.89,2350.88,663.284
ScPS4,5f22a199ad184a29bf240e08,mp-6999,True,2020-07-30T10:31:53.756000,dtu,2489.22,2612.18,3465.05,3588.01,975.823
ZnS,5f22a199ad184a29bf240e0a,mp-10695,True,2020-07-30T10:31:53.977000,dtu,2582.91,2582.89,3646.63,3646.61,1063.72
Na3SbO4,5f22a199b58a4a3d3003a386,mp-7404,True,2020-07-30T10:31:53.297000,dtu,3538.56,3538.53,5004.8,5004.78,1466.25
Ba2PdF6,5f22a199b58a4a3d3003a387,mp-505621,True,2020-07-30T10:31:53.300000,dtu,2353.79,2370.04,3169.57,3185.82,815.776
CdSe2O5,5f22a199b58a4a3d3003a38a,mp-9178,True,2020-07-30T10:31:53.557000,dtu,3636.34,3814.88,4979.52,5158.05,1343.17
BaS2,5f22a199b58a4a3d3003a38b,mp-684,True,2020-07-30T10:31:53.562000,dtu,2177.57,2227.42,3167.62,3217.47,990.044
Al6Cd4TeO12,5f22a199b58a4a3d3003a38e,mp-9535,True,2020-07-30T10:31:53.831000,dtu,3441.28,3469.73,4988.77,5017.22,1547.49
Rb2B2Se7,5f22a199b58a4a3d3003a38f,mp-16184,True,2020-07-30T10:31:53.830000,dtu,2192.93,2291.05,3154.51,3252.63,961.581
RbPSe6,5f22a199b58a4a3d3003a392,mp-17945,True,2020-07-30T10:31:54.108000,dtu,2192.74,2205.68,3158.4,3171.34,965.66
Rb3InS3,5f22a199b58a4a3d3003a393,mp-22303,True,2020-07-30T10:31:54.106000,dtu,3410.18,3424.69,5060.13,5074.65,1649.95
LaF3,5f22a199c5384985221ceae9,mp-905,True,2020-07-30T10:31:53.312000,dtu,10029.3,10067.7,13062.5,13100.9,3033.24
K2CN2,5f22a199c5384985221ceaea,mp-10408,True,2020-07-30T10:31:53.271000,dtu,4648.01,4647.97,6481.86,6481.83,1833.86
ZrO2,5f22a199c5384985221ceaed,mp-2858,True,2020-07-30T10:31:53.574000,dtu,4963.91,4995.41,6458.87,6490.37,1494.96
AlF3,5f22a199c5384985221ceaee,mp-468,True,2020-07-30T10:31:53.597000,dtu,9806.85,9806.78,13302.2,13302.1,3495.35
SbPO4,5f22a199c5384985221ceaf1,mp-3439,True,2020-07-30T10:31:53.812000,dtu,4750.72,5078.26,6520.68,6848.22,1769.96
Cs2SiF6,5f22a199c5384985221ceaf2,mp-4047,True,2020-07-30T10:31:53.863000,dtu,9678.96,9690.33,13365.2,13376.5,3686.21
NaSc(GeO3)2,5f22a199c5384985221ceaf5,mp-8054,True,2020-07-30T10:31:54.068000,dtu,4708.48,4724.98,6474.16,6490.65,1765.68
SrBeF4,5f22a199c5384985221ceaf6,mp-9726,True,2020-07-30T10:31:54.107000,dtu,9863.82,9863.74,13656.5,13656.5,3792.71
BaNb2O6,5f22a19a314c69f46a073b46,mp-28150,True,2020-07-30T10:31:54.219000,dtu,3714.41,4030.41,4529.09,4845.09,814.679
Na4TiO4,5f22a19a314c69f46a073b47,mp-14726,True,2020-07-30T10:31:54.276000,dtu,4987.38,5029.69,7301.67,7343.98,2314.29
SnF3,5f22a19a314c69f46a073b4a,mp-8289,True,2020-07-30T10:31:54.474000,dtu,3369.44,3707.08,4465.38,4803.03,1095.95
LaBrO,5f22a19a314c69f46a073b4b,mp-23023,True,2020-07-30T10:31:54.517000,dtu,5250.18,5250.14,7364.97,7364.93,2114.79
Rb2HgF4,5f22a19a314c69f46a073b4e,mp-8962,True,2020-07-30T10:31:54.714000,dtu,3156.98,4297.67,4470.23,5610.91,1313.24
AlTlF4,5f22a19a314c69f46a073b4f,mp-3751,True,2020-07-30T10:31:54.810000,dtu,5211.78,5267.67,7395.59,7451.48,2183.81
NaVCdO4,5f22a19a314c69f46a073b51,mp-19449,True,2020-07-30T10:31:54.944000,dtu,3601.04,3601.48,4450.26,4450.7,849.224
KZnPO4,5f22a19a314c69f46a073b53,mp-18591,True,2020-07-30T10:31:55.071000,dtu,5296.13,5296.82,7416.92,7417.61,2120.79
K2HgS2,5f22a19a314c69f46a073b55,mp-28859,True,2020-07-30T10:31:55.176000,dtu,3063.18,3074.62,4492.16,4503.6,1428.98
Y3Sb4Au3,5f22a19a68c0040305054dac,mp-13654,True,2020-07-30T10:31:54.192000,dtu,609.082,762.543,887.406,1040.87,278.324
KZnAs,5f22a19a68c0040305054dae,mp-7421,True,2020-07-30T10:31:54.426000,dtu,633.302,633.297,918.964,918.959,285.662
Ta2CrO6,5f22a19a68c0040305054db0,mp-31629,True,2020-07-30T10:31:54.697000,dtu,659.929,669.774,903.258,913.102,243.329
La2CoIrO6,5f22a19a68c0040305054db2,mp-18862,True,2020-07-30T10:31:54.909000,dtu,648.239,650.089,875.826,877.676,227.587
PdSe2,5f22a19a68c0040305054db4,mp-2418,True,2020-07-30T10:31:55.128000,dtu,697.851,1186.8,968.926,1457.88,271.074
LiBC,5f22a19a6e5d7cb9532580be,mp-9244,True,2020-07-30T10:31:54.280000,dtu,1465.61,1827.71,2110.41,2472.5,644.794
NaCoO2,5f22a19a6e5d7cb9532580c0,mp-18921,True,2020-07-30T10:31:54.351000,dtu,1781.75,1865.67,2383.0,2466.93,601.253
Ca4Bi2O,5f22a19a6e5d7cb9532580c2,mp-551873,True,2020-07-30T10:31:54.563000,dtu,1393.98,1643.29,2083.89,2333.21,689.912
Ta2FeO6,5f22a19a6e5d7cb9532580c4,mp-31755,True,2020-07-30T10:31:54.592000,dtu,1808.91,1808.93,2353.14,2353.15,544.224
TaCu3Te4,5f22a19a6e5d7cb9532580c7,mp-9295,True,2020-07-30T10:31:54.831000,dtu,1493.61,1856.42,2053.62,2416.44,560.018
K2PdBr4,5f22a19a6e5d7cb9532580c8,mp-27138,True,2020-07-30T10:31:54.884000,dtu,1767.44,1791.86,2548.84,2573.25,781.394
RbCuO2,5f22a19a6e5d7cb9532580cb,mp-7467,True,2020-07-30T10:31:55.084000,dtu,1499.02,1803.76,2103.62,2408.37,604.607
Al2HgSe4,5f22a19a6e5d7cb9532580cc,mp-3038,True,2020-07-30T10:31:55.126000,dtu,1730.2,1730.18,2532.78,2532.77,802.588
K2PtCl4,5f22a19aad184a29bf240e0c,mp-22934,True,2020-07-30T10:31:54.191000,dtu,2597.31,2616.82,3582.65,3602.16,985.341
TlF3,5f22a19aad184a29bf240e0e,mp-2632,True,2020-07-30T10:31:54.405000,dtu,2529.29,2529.28,3618.98,3618.97,1089.69
KAuF6,5f22a19aad184a29bf240e10,mp-12442,True,2020-07-30T10:31:54.643000,dtu,2667.14,2707.99,3601.16,3642.0,934.011
K2PdF4,5f22a19aad184a29bf240e12,mp-504853,True,2020-07-30T10:31:54.868000,dtu,2669.48,2707.72,3636.97,3675.22,967.496
Al2HgS4,5f22a19aad184a29bf240e14,mp-7906,True,2020-07-30T10:31:55.073000,dtu,2462.97,2513.9,3593.99,3644.92,1131.02
BiBO3,5f22a19ab58a4a3d3003a396,mp-31250,True,2020-07-30T10:31:54.376000,dtu,3794.22,3796.05,5128.97,5130.8,1334.75
Cs7Au5O2,5f22a19ab58a4a3d3003a397,mp-510075,True,2020-07-30T10:31:54.384000,dtu,2193.4,2255.69,3201.72,3264.01,1008.32
MgGeO3,5f22a19ab58a4a3d3003a39a,mp-4819,True,2020-07-30T10:31:54.632000,dtu,3755.82,3854.65,5138.01,5236.84,1382.18
AsSe3(ClF2)3,5f22a19ab58a4a3d3003a39b,mp-23575,True,2020-07-30T10:31:54.642000,dtu,2257.56,2271.88,3244.97,3259.29,987.41
CsCdBr3,5f22a19ab58a4a3d3003a39e,mp-541899,True,2020-07-30T10:31:54.898000,dtu,3517.85,3517.82,5052.49,5052.47,1534.64
LaCuSeO,5f22a19ab58a4a3d3003a39f,mp-552488,True,2020-07-30T10:31:54.899000,dtu,2272.92,2272.91,3173.17,3173.16,900.249
Sr2BN2F,5f22a19ab58a4a3d3003a3a2,mp-10234,True,2020-07-30T10:31:55.133000,dtu,3648.89,3648.86,5140.79,5140.77,1491.91
V2CdO6,5f22a19ab58a4a3d3003a3a3,mp-550436,True,2020-07-30T10:31:55.131000,dtu,2644.33,2677.08,3165.04,3197.79,520.709
CaGeO3,5f22a19ac5384985221ceaf9,mp-17761,True,2020-07-30T10:31:54.324000,dtu,4633.47,4725.85,6542.52,6634.91,1909.06
BeF2,5f22a19ac5384985221ceafa,mp-15951,True,2020-07-30T10:31:54.359000,dtu,10445.4,10570.5,14646.8,14771.9,4201.44
Na3AlH6,5f22a19ac5384985221ceafd,mp-23705,True,2020-07-30T10:31:54.614000,dtu,4576.0,4575.96,6455.36,6455.33,1879.37
GeP2O7,5f22a19ac5384985221ceaff,mp-28883,True,2020-07-30T10:31:54.908000,dtu,4984.62,4996.34,6468.1,6479.82,1483.48
BBr3,5f22a19ac5384985221ceb01,mp-23225,True,2020-07-30T10:31:55.136000,dtu,4641.06,4784.93,6619.41,6763.28,1978.35
Zr2P2O9,5f22a19b314c69f46a073b57,mp-27132,True,2020-07-30T10:31:55.310000,dtu,5813.88,5938.42,7415.74,7540.28,1601.85
BiClO,5f22a19b314c69f46a073b59,mp-22939,True,2020-07-30T10:31:55.476000,dtu,3333.57,3860.83,4626.07,5153.33,1292.5
BiF3,5f22a19b314c69f46a073b5b,mp-23237,True,2020-07-30T10:31:55.533000,dtu,5680.65,5777.57,7539.16,7636.08,1858.51
Tl2SnCl6,5f22a19b314c69f46a073b5d,mp-27832,True,2020-07-30T10:31:55.714000,dtu,3242.54,3255.82,4645.87,4659.14,1403.33
Li2TiF6,5f22a19b314c69f46a073b5f,mp-7603,True,2020-07-30T10:31:55.762000,dtu,6118.31,6118.27,7539.98,7539.94,1421.67
KLaSiS4,5f22a19b314c69f46a073b62,mp-12924,True,2020-07-30T10:31:55.959000,dtu,3278.02,3313.94,4607.32,4643.24,1329.3
Rb2LiGaF6,5f22a19b314c69f46a073b63,mp-14638,True,2020-07-30T10:31:56.007000,dtu,5965.52,5983.37,7521.63,7539.47,1556.1
CdSiAs2,5f22a19b68c0040305054db6,mp-3078,True,2020-07-30T10:31:55.343000,dtu,701.651,701.646,981.126,981.121,279.475
TlPt2Se3,5f22a19b68c0040305054db8,mp-541487,True,2020-07-30T10:31:55.566000,dtu,699.905,874.329,967.679,1142.1,267.774
Ag3Ge5P6,5f22a19b68c0040305054dba,mp-17862,True,2020-07-30T10:31:55.744000,dtu,732.969,849.19,1037.33,1153.55,304.363
PtI3,5f22a19b68c0040305054dbc,mp-28268,True,2020-07-30T10:31:55.931000,dtu,710.193,716.116,1006.6,1012.53,296.409
Cu2O,5f22a19b68c0040305054dbe,mp-361,True,2020-07-30T10:31:56.170000,dtu,742.238,742.232,1029.3,1029.29,287.06
K2VCuS4,5f22a19b6e5d7cb9532580cf,mp-15147,True,2020-07-30T10:31:55.321000,dtu,1628.85,1878.51,2112.02,2361.67,483.168
Si4P4Ru,5f22a19b6e5d7cb9532580d0,mp-14983,True,2020-07-30T10:31:55.378000,dtu,1760.85,1921.19,2475.54,2635.88,714.688
Ag2PdCl4,5f22a19b6e5d7cb9532580d2,mp-28557,True,2020-07-30T10:31:55.568000,dtu,1498.24,1606.36,2056.48,2164.59,558.238
CdSiP2,5f22a19b6e5d7cb9532580d4,mp-4666,True,2020-07-30T10:31:55.613000,dtu,1672.0,1671.99,2453.1,2453.09,781.097
KInTe2,5f22a19b6e5d7cb9532580d7,mp-19851,True,2020-07-30T10:31:55.799000,dtu,1404.71,1649.08,2063.88,2308.25,659.17
BaCdO2,5f22a19b6e5d7cb9532580d8,mp-7899,True,2020-07-30T10:31:55.844000,dtu,1751.7,1797.58,2541.82,2587.69,790.118
FeBr2,5f22a19b6e5d7cb9532580db,mp-22880,True,2020-07-30T10:31:56.056000,dtu,1508.39,1508.38,2081.66,2081.65,573.272
Ba(MgP)2,5f22a19b6e5d7cb9532580dc,mp-8278,True,2020-07-30T10:31:56.110000,dtu,1638.91,2243.13,2515.09,3119.31,876.179
LaSeF,5f22a19bad184a29bf240e16,mp-7738,True,2020-07-30T10:31:55.284000,dtu,2511.95,2511.93,3606.45,3606.43,1094.5
NaS2,5f22a19bad184a29bf240e18,mp-12180,True,2020-07-30T10:31:55.531000,dtu,2469.3,2523.75,3576.69,3631.14,1107.39
Ba3(AlN2)2,5f22a19bad184a29bf240e1a,mp-17133,True,2020-07-30T10:31:55.816000,dtu,2555.94,2639.5,3624.61,3708.16,1068.66
K4SnSe4,5f22a19bad184a29bf240e1c,mp-18132,True,2020-07-30T10:31:56.024000,dtu,2424.93,2424.91,3610.14,3610.12,1185.22
Hg2P2S7,5f22a19bb58a4a3d3003a3a6,mp-27171,True,2020-07-30T10:31:55.406000,dtu,2231.74,2467.77,3223.34,3459.37,991.599
Pb2OF2,5f22a19bb58a4a3d3003a3a7,mp-27355,True,2020-07-30T10:31:55.412000,dtu,3514.55,3668.35,5112.99,5266.79,1598.44
KSb(PSe3)2,5f22a19bb58a4a3d3003a3aa,mp-7123,True,2020-07-30T10:31:55.687000,dtu,2259.97,2306.66,3248.52,3295.21,988.547
BaBiIO2,5f22a19bb58a4a3d3003a3ab,mp-551243,True,2020-07-30T10:31:55.689000,dtu,3597.12,3783.77,5143.87,5330.52,1546.75
Cs2AgSbS4,5f22a19bb58a4a3d3003a3ae,mp-510710,True,2020-07-30T10:31:55.946000,dtu,2168.0,2167.99,3159.19,3159.17,991.187
Y2Sn2O7,5f22a19bb58a4a3d3003a3af,mp-3370,True,2020-07-30T10:31:55.947000,dtu,3707.2,3707.17,5118.73,5118.7,1411.53
SeF4,5f22a19bc5384985221ceb03,mp-29172,True,2020-07-30T10:31:55.335000,dtu,5030.04,5059.27,6612.24,6641.47,1582.2
YAsO4,5f22a19bc5384985221ceb05,mp-8058,True,2020-07-30T10:31:55.542000,dtu,4839.35,4842.56,6625.29,6628.5,1785.94
NaScCl4,5f22a19bc5384985221ceb07,mp-29432,True,2020-07-30T10:31:55.756000,dtu,5107.24,5171.89,6639.57,6704.22,1532.33
KSO2F,5f22a19bc5384985221ceb09,mp-6560,True,2020-07-30T10:31:55.971000,dtu,4778.37,4787.12,6579.78,6588.52,1801.4
CsAgCl2,5f22a19c314c69f46a073b66,mp-542772,True,2020-07-30T10:31:56.249000,dtu,3171.78,3449.29,4635.8,4913.31,1464.02
K2Pb(SO4)2,5f22a19c314c69f46a073b67,mp-21099,True,2020-07-30T10:31:56.272000,dtu,5624.42,5777.7,7626.13,7779.41,2001.71
NaLiTe,5f22a19c314c69f46a073b6a,mp-8754,True,2020-07-30T10:31:56.481000,dtu,3187.25,3187.23,4603.67,4603.64,1416.41
CsAsF4,5f22a19c314c69f46a073b6b,mp-5707,True,2020-07-30T10:31:56.512000,dtu,5477.43,5477.39,7572.73,7572.69,2095.3
Rb3TaS4,5f22a19c314c69f46a073b6e,mp-17220,True,2020-07-30T10:31:56.718000,dtu,3375.36,3375.34,4571.33,4571.31,1195.97
ScBO3,5f22a19c314c69f46a073b6f,mp-8697,True,2020-07-30T10:31:56.762000,dtu,6104.7,6115.79,7637.79,7648.89,1533.09
Na2Si2Se5,5f22a19c314c69f46a073b72,mp-18562,True,2020-07-30T10:31:56.941000,dtu,3242.9,3285.33,4620.71,4663.14,1377.81
NaAlO2,5f22a19c314c69f46a073b73,mp-9212,True,2020-07-30T10:31:56.969000,dtu,5355.89,5370.4,7618.59,7633.11,2262.71
Cs2AgI3,5f22a19c314c69f46a073b76,mp-540881,True,2020-07-30T10:31:57.181000,dtu,3107.13,3107.1,4614.82,4614.8,1507.69
Te3As2,5f22a19c68c0040305054dc0,mp-484,True,2020-07-30T10:31:56.346000,dtu,687.809,687.804,995.856,995.851,308.047
FeP2,5f22a19c68c0040305054dc2,mp-20027,True,2020-07-30T10:31:56.555000,dtu,751.762,1029.7,1026.16,1304.1,274.398
SrHfN2,5f22a19c68c0040305054dc4,mp-9383,True,2020-07-30T10:31:56.745000,dtu,704.539,1498.93,959.967,1754.36,255.428
Mg3Sb2,5f22a19c68c0040305054dc6,mp-2646,True,2020-07-30T10:31:56.924000,dtu,714.949,1562.87,1089.21,1937.14,374.264
Ca3SiO,5f22a19c68c0040305054dc8,mp-11649,True,2020-07-30T10:31:57.117000,dtu,689.553,689.548,1051.9,1051.89,362.347
BaPt2S3,5f22a19c6e5d7cb9532580de,mp-29289,True,2020-07-30T10:31:56.350000,dtu,1576.28,1737.56,2138.1,2299.38,561.823
Rb3Sb2Au3,5f22a19c6e5d7cb9532580e0,mp-9274,True,2020-07-30T10:31:56.374000,dtu,1697.46,1859.51,2530.01,2692.07,832.551
In6Ge2PtO9,5f22a19c6e5d7cb9532580e3,mp-22186,True,2020-07-30T10:31:56.648000,dtu,1615.28,1815.68,2225.97,2426.38,610.697
Ca6GaN5,5f22a19c6e5d7cb9532580e4,mp-17875,True,2020-07-30T10:31:56.655000,dtu,1570.17,1686.73,2523.12,2639.67,952.949
Te3Cl2,5f22a19c6e5d7cb9532580e7,mp-27628,True,2020-07-30T10:31:56.868000,dtu,1549.07,1605.48,2216.08,2272.49,667.006
P2PtO7,5f22a19c6e5d7cb9532580e8,mp-29282,True,2020-07-30T10:31:56.937000,dtu,1938.58,1938.56,2525.12,2525.1,586.536
NaTlO2,5f22a19c6e5d7cb9532580ea,mp-3056,True,2020-07-30T10:31:57.105000,dtu,1435.71,1569.79,2184.97,2319.05,749.261
LiAlB14,5f22a19c6e5d7cb9532580ec,mp-8204,True,2020-07-30T10:31:57.172000,dtu,1743.52,2182.93,2477.27,2916.68,733.744
HgBr,5f22a19cad184a29bf240e1e,mp-23177,True,2020-07-30T10:31:56.235000,dtu,2519.43,2826.61,3608.1,3915.28,1088.67
Ba2CaMoO6,5f22a19cad184a29bf240e20,mp-19403,True,2020-07-30T10:31:56.571000,dtu,2851.09,2893.27,3615.08,3657.26,763.996
NbAgO3,5f22a19cad184a29bf240e22,mp-5537,True,2020-07-30T10:31:56.834000,dtu,2957.41,2981.74,3603.6,3627.93,646.185
CsYCdSe3,5f22a19cad184a29bf240e24,mp-11116,True,2020-07-30T10:31:57.085000,dtu,2599.83,2599.81,3725.33,3725.31,1125.5
Al2S3,5f22a19cb58a4a3d3003a3b2,mp-2654,True,2020-07-30T10:31:56.185000,dtu,3773.08,3773.05,5243.45,5243.42,1470.37
Ca4PdO6,5f22a19cb58a4a3d3003a3b3,mp-10299,True,2020-07-30T10:31:56.202000,dtu,2325.46,2347.11,3178.13,3199.78,852.67
Rb2O2,5f22a19cb58a4a3d3003a3b6,mp-7895,True,2020-07-30T10:31:56.445000,dtu,3710.93,3818.64,5156.44,5264.15,1445.51
KLi6BiO6,5f22a19cb58a4a3d3003a3b7,mp-23582,True,2020-07-30T10:31:56.475000,dtu,2261.1,2268.78,3295.46,3303.14,1034.36
K3PS4,5f22a19cb58a4a3d3003a3ba,mp-17989,True,2020-07-30T10:31:56.689000,dtu,3643.22,3643.19,5203.99,5203.96,1560.77
Li2ZrN2,5f22a19cb58a4a3d3003a3bb,mp-3216,True,2020-07-30T10:31:56.745000,dtu,2431.04,3069.16,3340.13,3978.25,909.089
Ta2ZnO6,5f22a19cb58a4a3d3003a3be,mp-17765,True,2020-07-30T10:31:56.944000,dtu,4264.78,4298.87,5173.87,5207.96,909.092
GeI2,5f22a19cb58a4a3d3003a3bf,mp-504756,True,2020-07-30T10:31:56.976000,dtu,2320.08,2562.99,3310.27,3553.18,990.189
BaWO4,5f22a19cc5384985221ceb0b,mp-19048,True,2020-07-30T10:31:56.178000,dtu,5207.19,5207.15,6581.58,6581.54,1374.39
ScCl3,5f22a19cc5384985221ceb0d,mp-23309,True,2020-07-30T10:31:56.382000,dtu,5120.88,5146.99,6694.83,6720.94,1573.95
TlSbF6,5f22a19cc5384985221ceb0f,mp-8348,True,2020-07-30T10:31:56.591000,dtu,5011.81,5188.21,6701.0,6877.4,1689.19
BaSeO4,5f22a19cc5384985221ceb11,mp-12010,True,2020-07-30T10:31:56.854000,dtu,4886.94,4907.89,6739.53,6760.48,1852.59
NaMgH3,5f22a19cc5384985221ceb13,mp-23730,True,2020-07-30T10:31:57.108000,dtu,4632.6,4632.56,6652.01,6651.98,2019.42
ScOF,5f22a19d314c69f46a073b77,mp-4661,True,2020-07-30T10:31:57.205000,dtu,6071.36,6158.73,7658.12,7745.49,1586.76
KNaV2O6,5f22a19d314c69f46a073b7a,mp-19432,True,2020-07-30T10:31:57.424000,dtu,3698.94,3720.29,4563.99,4585.34,865.052
K6Si2O7,5f22a19d314c69f46a073b7b,mp-30990,True,2020-07-30T10:31:57.449000,dtu,5515.21,5515.17,7685.25,7685.21,2170.04
Sr2ZnWO6,5f22a19d314c69f46a073b7e,mp-19282,True,2020-07-30T10:31:57.649000,dtu,3688.78,3807.56,4599.06,4717.83,910.272
CaAl4O7,5f22a19d314c69f46a073b7f,mp-4867,True,2020-07-30T10:31:57.683000,dtu,5429.85,5429.81,7670.66,7670.62,2240.8
LiZnPS4,5f22a19d314c69f46a073b82,mp-11175,True,2020-07-30T10:31:57.875000,dtu,3310.68,3629.77,4712.07,5031.17,1401.4
BaZnCl4,5f22a19d314c69f46a073b83,mp-23373,True,2020-07-30T10:31:57.909000,dtu,5485.96,5485.92,7842.87,7842.83,2356.91
KLaS2,5f22a19d314c69f46a073b86,mp-15781,True,2020-07-30T10:31:58.150000,dtu,3197.93,3477.19,4650.17,4929.43,1452.24
SrBe3O4,5f22a19d314c69f46a073b87,mp-27791,True,2020-07-30T10:31:58.160000,dtu,5506.92,5506.88,7768.9,7768.86,2261.98
Si,5f22a19d68c0040305054dca,mp-149,True,2020-07-30T10:31:57.299000,dtu,752.349,2701.92,1107.17,3056.75,354.824
Bi4RuBr2,5f22a19d68c0040305054dcc,mp-541772,True,2020-07-30T10:31:57.549000,dtu,764.532,773.739,1124.58,1133.78,360.046
Ba2GeAs2,5f22a19d68c0040305054dce,mp-8195,True,2020-07-30T10:31:57.805000,dtu,718.144,964.374,1088.09,1334.32,369.944
GeAs,5f22a19d68c0040305054dd0,mp-9548,True,2020-07-30T10:31:58.002000,dtu,790.913,836.664,1108.77,1154.52,317.853
NaSe2,5f22a19d6e5d7cb9532580ee,mp-15514,True,2020-07-30T10:31:57.403000,dtu,1523.84,1566.88,2242.97,2286.0,719.125
K2SiAs2,5f22a19d6e5d7cb9532580f0,mp-6984,True,2020-07-30T10:31:57.398000,dtu,1700.09,1941.3,2510.9,2752.11,810.81
As2Se3,5f22a19d6e5d7cb9532580f3,mp-909,True,2020-07-30T10:31:57.647000,dtu,1759.03,1953.46,2548.09,2742.52,789.061
Na3P,5f22a19d6e5d7cb9532580f4,mp-1598,True,2020-07-30T10:31:57.659000,dtu,1324.35,1324.34,2211.63,2211.62,887.274
