formula,id,identifier,is_public,last_modified,project,KS_indirect_eV,KS_direct_eV,QP_indirect,QP_direct,C_value
Na3AgO2,5f22a193b58a4a3d3003a330,mp-3527,True,2020-07-30T10:31:47.550000,dtu,2103.37,2207.92,2998.03,3102.59,894.665
Ba(BS2)2,5f22a193b58a4a3d3003a331,mp-30126,True,2020-07-30T10:31:47.597000,dtu,3307.24,3402.28,4792.32,4887.37,1485.09
Tl2PtCl6,5f22a193b58a4a3d3003a334,mp-504695,True,2020-07-30T10:31:47.828000,dtu,2133.81,2164.41,2979.78,3010.38,845.968
KBS2,5f22a193b58a4a3d3003a335,mp-15012,True,2020-07-30T10:31:47.920000,dtu,3362.49,3366.74,4841.0,4845.26,1478.51
LaSF,5f22a193b58a4a3d3003a337,mp-5394,True,2020-07-30T10:31:48.102000,dtu,2116.72,2116.7,3019.75,3019.74,903.034
SCl,5f22a193b58a4a3d3003a339,mp-504824,True,2020-07-30T10:31:48.187000,dtu,3361.33,3390.14,4839.02,4867.83,1477.69
Li2S,5f22a193c5384985221cea90,mp-1153,True,2020-07-30T10:31:47.261000,dtu,4037.2,4917.72,6116.08,6996.6,2078.88
NaZr2ZnF11,5f22a193c5384985221cea92,mp-15141,True,2020-07-30T10:31:47.319000,dtu,7904.24,7946.18,10031.2,10073.1,2126.96
CdF2,5f22a193c5384985221cea95,mp-241,True,2020-07-30T10:31:47.511000,dtu,4301.78,4752.32,6117.73,6568.27,1815.95
Rb2Hf3OF12,5f22a193c5384985221cea96,mp-17256,True,2020-07-30T10:31:47.610000,dtu,8117.97,8131.86,9993.51,10007.4,1875.54
Li2TiGeO5,5f22a193c5384985221cea98,mp-13182,True,2020-07-30T10:31:47.781000,dtu,4820.82,4983.94,6055.66,6218.77,1234.83
KLiSO4,5f22a193c5384985221cea9a,mp-6800,True,2020-07-30T10:31:47.877000,dtu,7251.33,7251.28,9987.42,9987.36,2736.09
BaI2,5f22a193c5384985221cea9c,mp-23260,True,2020-07-30T10:31:48.067000,dtu,4139.93,4139.9,6063.21,6063.18,1923.28
SF6,5f22a193c5384985221cea9e,mp-8560,True,2020-07-30T10:31:48.135000,dtu,7651.5,7651.44,10093.1,10093.1,2441.62
K3BrO,5f22a194314c69f46a073aea,mp-504857,True,2020-07-30T10:31:48.244000,dtu,3060.49,3060.47,4302.59,4302.56,1242.09
ZnF2,5f22a194314c69f46a073aeb,mp-1873,True,2020-07-30T10:31:48.279000,dtu,4908.53,4944.69,6919.32,6955.48,2010.79
K4I2O9,5f22a194314c69f46a073aee,mp-27764,True,2020-07-30T10:31:48.516000,dtu,3099.02,3098.99,4307.15,4307.13,1208.14
K3AlO3,5f22a194314c69f46a073aef,mp-9157,True,2020-07-30T10:31:48.524000,dtu,4857.68,4862.21,6887.51,6892.04,2029.83
CsPbI3,5f22a194314c69f46a073af2,mp-540839,True,2020-07-30T10:31:48.763000,dtu,2971.62,2994.89,4284.38,4307.65,1312.76
PbSO4,5f22a194314c69f46a073af3,mp-22298,True,2020-07-30T10:31:48.769000,dtu,5178.53,5406.35,7017.84,7245.66,1839.31
ZnWO4,5f22a194314c69f46a073af6,mp-18918,True,2020-07-30T10:31:49.014000,dtu,3463.62,3509.21,4300.89,4346.49,837.273
NaScO2,5f22a194314c69f46a073af7,mp-7914,True,2020-07-30T10:31:49.050000,dtu,5370.19,5998.89,7029.27,7657.97,1659.08
P,5f22a19468c0040305054d7e,mp-157,True,2020-07-30T10:31:48.347000,dtu,397.024,402.005,574.132,579.113,177.108
Cd(PtO2)3,5f22a19468c0040305054d80,mp-8212,True,2020-07-30T10:31:48.556000,dtu,465.018,465.015,608.433,608.429,143.414
Sr(PIr)2,5f22a19468c0040305054d82,mp-15074,True,2020-07-30T10:31:48.800000,dtu,417.063,450.694,571.71,605.341,154.647
BaP3Pt2,5f22a19468c0040305054d84,mp-28373,True,2020-07-30T10:31:49.090000,dtu,406.353,619.835,588.433,801.915,182.08
Cs2Ni3S4,5f22a1946e5d7cb953258064,mp-28486,True,2020-07-30T10:31:48.282000,dtu,1365.72,1581.64,1891.65,2107.57,525.933
Ag3AsS3,5f22a1946e5d7cb953258066,mp-4431,True,2020-07-30T10:31:48.435000,dtu,1627.48,2023.54,2289.23,2685.29,661.747
Rb2P3,5f22a1946e5d7cb953258068,mp-2079,True,2020-07-30T10:31:48.562000,dtu,1328.43,1408.89,1988.73,2069.2,660.304
K2Cd2O3,5f22a1946e5d7cb95325806a,mp-7534,True,2020-07-30T10:31:48.635000,dtu,1571.08,1571.06,2323.4,2323.39,752.33
InAgO2,5f22a1946e5d7cb95325806c,mp-22660,True,2020-07-30T10:31:48.797000,dtu,1448.88,1860.37,2041.99,2453.48,593.105
K5P2Au,5f22a1946e5d7cb95325806e,mp-14624,True,2020-07-30T10:31:48.841000,dtu,1462.74,1504.05,2322.89,2364.2,860.152
ScTlS2,5f22a1946e5d7cb953258071,mp-13312,True,2020-07-30T10:31:49.035000,dtu,1432.31,2441.0,2013.88,3022.56,581.563
BiTeI,5f22a1946e5d7cb953258072,mp-22965,True,2020-07-30T10:31:49.080000,dtu,1571.62,1724.6,2261.89,2414.88,690.273
Rb2SnSe3,5f22a194ad184a29bf240de8,mp-9145,True,2020-07-30T10:31:48.360000,dtu,2306.6,2306.58,3400.23,3400.21,1093.63
RbCuO,5f22a194ad184a29bf240dea,mp-8665,True,2020-07-30T10:31:48.634000,dtu,2364.49,2364.47,3441.6,3441.58,1077.11
CaCrO4,5f22a194ad184a29bf240dec,mp-19215,True,2020-07-30T10:31:48.857000,dtu,2674.57,2674.55,3394.14,3394.12,719.572
Hg2P2O7,5f22a194ad184a29bf240dee,mp-504981,True,2020-07-30T10:31:49.082000,dtu,2452.42,2842.71,3444.55,3834.84,992.128
SiP,5f22a194b58a4a3d3003a33b,mp-2798,True,2020-07-30T10:31:48.373000,dtu,2037.71,2082.0,2952.06,2996.34,914.348
HfSO,5f22a194b58a4a3d3003a33d,mp-7787,True,2020-07-30T10:31:48.405000,dtu,3672.73,4339.73,4819.62,5486.62,1146.89
Sr4P2O,5f22a194b58a4a3d3003a340,mp-8298,True,2020-07-30T10:31:48.636000,dtu,1937.98,2005.16,2989.82,3057.0,1051.84
MgSe2O5,5f22a194b58a4a3d3003a341,mp-16771,True,2020-07-30T10:31:48.729000,dtu,3580.38,3580.36,4826.05,4826.03,1245.67
NaBiO3,5f22a194b58a4a3d3003a343,mp-23054,True,2020-07-30T10:31:48.874000,dtu,1948.92,2031.61,2963.22,3045.91,1014.3
TaCl4F,5f22a194b58a4a3d3003a345,mp-27854,True,2020-07-30T10:31:49.031000,dtu,3827.19,3832.21,4840.87,4845.9,1013.68
K3Cu3As2,5f22a194b58a4a3d3003a347,mp-14205,True,2020-07-30T10:31:49.161000,dtu,1951.34,2095.88,2996.54,3141.08,1045.21
LiAlGeO4,5f22a194c5384985221ceaa0,mp-16947,True,2020-07-30T10:31:48.392000,dtu,4408.74,4408.71,6085.82,6085.78,1677.08
LiCl,5f22a194c5384985221ceaa2,mp-22905,True,2020-07-30T10:31:48.390000,dtu,7327.65,7327.59,10341.1,10341.0,3013.44
Sr2I2O,5f22a194c5384985221ceaa5,mp-551203,True,2020-07-30T10:31:48.764000,dtu,4232.87,4232.84,6099.41,6099.38,1866.54
CsF,5f22a194c5384985221ceaa6,mp-1784,True,2020-07-30T10:31:48.707000,dtu,7557.38,7903.49,10488.0,10834.1,2930.65
RbH2OF,5f22a194c5384985221ceaa9,mp-23700,True,2020-07-30T10:31:49.011000,dtu,7582.17,7582.12,10660.1,10660.1,3077.97
BaCN2,5f22a194c5384985221ceaaa,mp-28898,True,2020-07-30T10:31:49.013000,dtu,4369.47,4461.33,6055.94,6147.8,1686.47
K3AuSe2,5f22a195314c69f46a073afa,mp-15571,True,2020-07-30T10:31:49.270000,dtu,2889.36,2970.4,4267.97,4349.0,1378.6
Cs6Si2O7,5f22a195314c69f46a073afb,mp-18315,True,2020-07-30T10:31:49.290000,dtu,5098.36,5098.32,6987.09,6987.05,1888.73
CsPbCl3,5f22a195314c69f46a073afe,mp-23037,True,2020-07-30T10:31:49.533000,dtu,3204.75,3204.72,4389.24,4389.21,1184.49
Rb4CdCl6,5f22a195314c69f46a073aff,mp-22930,True,2020-07-30T10:31:49.616000,dtu,4859.22,4911.68,6964.9,7017.36,2105.68
BiF5,5f22a195314c69f46a073b01,mp-27743,True,2020-07-30T10:31:49.777000,dtu,3063.61,3254.11,4435.37,4625.87,1371.76
Tl2SnF6,5f22a195314c69f46a073b03,mp-10401,True,2020-07-30T10:31:49.849000,dtu,5039.24,5056.32,6988.94,7006.03,1949.7
CsNO2,5f22a195314c69f46a073b05,mp-3288,True,2020-07-30T10:31:50.024000,dtu,3143.99,3232.55,4379.51,4468.07,1235.52
AlGaCl4,5f22a195314c69f46a073b07,mp-541111,True,2020-07-30T10:31:50.122000,dtu,4902.35,4902.32,7045.35,7045.31,2142.99
Ba(CdAs)2,5f22a19568c0040305054d86,mp-8281,True,2020-07-30T10:31:49.312000,dtu,442.565,487.544,635.99,680.968,193.425
K2CdPb,5f22a19568c0040305054d88,mp-504498,True,2020-07-30T10:31:49.573000,dtu,353.647,521.16,571.728,739.24,218.08
Mg2Si,5f22a19568c0040305054d8a,mp-1367,True,2020-07-30T10:31:49.809000,dtu,437.415,2203.46,700.408,2466.45,262.993
Al2Os,5f22a19568c0040305054d8c,mp-7188,True,2020-07-30T10:31:50.087000,dtu,515.793,1279.69,687.29,1451.19,171.497
Cd(RhO2)2,5f22a1956e5d7cb953258075,mp-14100,True,2020-07-30T10:31:49.333000,dtu,1451.26,1457.68,1959.6,1966.02,508.337
Cs2VAgS4,5f22a1956e5d7cb953258076,mp-8684,True,2020-07-30T10:31:49.374000,dtu,1801.61,1937.38,2270.63,2406.39,469.015
Li3P,5f22a1956e5d7cb953258079,mp-736,True,2020-07-30T10:31:49.584000,dtu,1276.75,2544.84,2029.16,3297.25,752.413
Ag2HgI4,5f22a1956e5d7cb95325807a,mp-23485,True,2020-07-30T10:31:49.664000,dtu,1555.82,1555.81,2271.63,2271.62,715.806
Ca2Pt3O8,5f22a1956e5d7cb95325807c,mp-8710,True,2020-07-30T10:31:49.844000,dtu,1513.99,1578.72,1976.87,2041.6,462.88
K2PAu,5f22a1956e5d7cb95325807e,mp-9687,True,2020-07-30T10:31:49.924000,dtu,1606.39,1606.38,2346.84,2346.82,740.442
K3Na2SnAs3,5f22a1956e5d7cb953258080,mp-18447,True,2020-07-30T10:31:50.117000,dtu,1294.61,1294.6,2023.39,2023.38,728.776
SbI3Cl8,5f22a1956e5d7cb953258082,mp-23536,True,2020-07-30T10:31:50.188000,dtu,1667.11,1676.04,2336.66,2345.59,669.553
K2Pb2O3,5f22a195ad184a29bf240df0,mp-20694,True,2020-07-30T10:31:49.274000,dtu,2478.68,2531.53,3495.04,3547.88,1016.36
AuI,5f22a195ad184a29bf240df2,mp-27725,True,2020-07-30T10:31:49.475000,dtu,2468.13,2568.94,3521.27,3622.07,1053.14
LiAuF4,5f22a195ad184a29bf240df4,mp-12263,True,2020-07-30T10:31:49.692000,dtu,2655.26,2655.24,3533.71,3533.69,878.448
Sr2Sb2O7,5f22a195ad184a29bf240df6,mp-4103,True,2020-07-30T10:31:49.964000,dtu,2550.35,2829.71,3524.39,3803.74,974.039
RbCdBr3,5f22a195b58a4a3d3003a349,mp-504529,True,2020-07-30T10:31:49.258000,dtu,3348.97,3411.23,4821.54,4883.81,1472.58
PPbSe3,5f22a195b58a4a3d3003a34b,mp-20316,True,2020-07-30T10:31:49.447000,dtu,2102.34,2189.44,3028.94,3116.05,926.606
Cd2B2O5,5f22a195b58a4a3d3003a34d,mp-7210,True,2020-07-30T10:31:49.546000,dtu,3371.14,3399.73,4769.97,4798.56,1398.83
PBr5,5f22a195b58a4a3d3003a34f,mp-22874,True,2020-07-30T10:31:49.698000,dtu,2223.6,2256.97,3141.1,3174.47,917.502
Sr2CdWO6,5f22a195b58a4a3d3003a351,mp-19014,True,2020-07-30T10:31:49.821000,dtu,3738.17,3902.9,4783.44,4948.17,1045.27
IrCl3,5f22a195b58a4a3d3003a353,mp-27666,True,2020-07-30T10:31:49.892000,dtu,2328.05,2424.98,3101.72,3198.64,773.665
Ca(BeN)2,5f22a195b58a4a3d3003a355,mp-11918,True,2020-07-30T10:31:50.051000,dtu,3419.63,3531.66,4892.4,5004.43,1472.76
CdPdF6,5f22a195b58a4a3d3003a357,mp-13984,True,2020-07-30T10:31:50.137000,dtu,2325.23,2326.3,3116.23,3117.3,790.999
B2O3,5f22a195c5384985221ceaad,mp-306,True,2020-07-30T10:31:49.249000,dtu,7959.78,8143.56,10750.4,10934.2,2790.64
SrH2,5f22a195c5384985221ceaae,mp-23714,True,2020-07-30T10:31:49.244000,dtu,4288.99,5018.3,6200.2,6929.5,1911.21
Sr4I6O,5f22a195c5384985221ceab1,mp-29910,True,2020-07-30T10:31:49.495000,dtu,4347.42,4347.39,6160.34,6160.31,1812.92
ScF3,5f22a195c5384985221ceab2,mp-10694,True,2020-07-30T10:31:49.496000,dtu,8902.25,9267.71,10991.1,11356.5,2088.81
Na2CN2,5f22a195c5384985221ceab5,mp-541989,True,2020-07-30T10:31:49.733000,dtu,4535.15,4648.03,6202.97,6315.86,1667.82
KBe2BO3F2,5f22a195c5384985221ceab6,mp-6870,True,2020-07-30T10:31:49.739000,dtu,7960.63,7960.57,10997.8,10997.7,3037.17
KMgH3,5f22a195c5384985221ceab9,mp-23737,True,2020-07-30T10:31:49.986000,dtu,4383.63,5997.21,6247.14,7860.72,1863.51
SiH4,5f22a195c5384985221ceaba,mp-23739,True,2020-07-30T10:31:50.001000,dtu,7424.67,7424.61,11082.6,11082.6,3657.96
BeSe,5f22a196314c69f46a073b09,mp-1541,True,2020-07-30T10:31:50.274000,dtu,3029.24,4578.08,4355.95,5904.8,1326.71
RbAlO2,5f22a196314c69f46a073b0b,mp-14070,True,2020-07-30T10:31:50.399000,dtu,5060.06,5065.46,7061.61,7067.0,2001.54
NaInO2,5f22a196314c69f46a073b0d,mp-5175,True,2020-07-30T10:31:50.517000,dtu,3083.69,3219.63,4431.44,4567.37,1347.75
CsNa2BO3,5f22a196314c69f46a073b0f,mp-8871,True,2020-07-30T10:31:50.689000,dtu,5225.27,5264.94,7055.27,7094.94,1830.0
Na3AsS3,5f22a196314c69f46a073b11,mp-5830,True,2020-07-30T10:31:50.733000,dtu,2993.59,2993.57,4359.93,4359.9,1366.33
Zr3Tl2OF12,5f22a196314c69f46a073b14,mp-17315,True,2020-07-30T10:31:50.925000,dtu,5704.81,5704.77,7089.35,7089.31,1384.54
Sr2TaN3,5f22a196314c69f46a073b15,mp-17518,True,2020-07-30T10:31:50.973000,dtu,3181.37,3245.45,4421.5,4485.58,1240.13
LiInP2O7,5f22a196314c69f46a073b18,mp-8491,True,2020-07-30T10:31:51.257000,dtu,5195.97,5237.3,7055.72,7097.04,1859.75
LiZnSb,5f22a19668c0040305054d8e,mp-9919,True,2020-07-30T10:31:50.289000,dtu,474.224,474.22,681.554,681.55,207.33
KAg3Se2,5f22a19668c0040305054d90,mp-9782,True,2020-07-30T10:31:50.548000,dtu,463.036,551.248,687.502,775.714,224.465
CaCuP,5f22a19668c0040305054d92,mp-8432,True,2020-07-30T10:31:50.773000,dtu,487.198,1351.64,693.505,1557.95,206.307
CaCrP2O7,5f22a19668c0040305054d94,mp-19134,True,2020-07-30T10:31:51,dtu,504.608,511.088,699.822,706.302,195.215
K2SnTe3,5f22a1966e5d7cb953258084,mp-29835,True,2020-07-30T10:31:50.346000,dtu,1314.0,1313.99,1967.93,1967.92,653.924
PdSO4,5f22a1966e5d7cb953258086,mp-28952,True,2020-07-30T10:31:50.413000,dtu,1699.61,1703.59,2274.24,2278.23,574.639
Ba(YTe2)2,5f22a1966e5d7cb953258088,mp-17872,True,2020-07-30T10:31:50.571000,dtu,1341.77,1341.76,1961.18,1961.17,619.412
BaZrS3,5f22a1966e5d7cb95325808a,mp-540771,True,2020-07-30T10:31:50.628000,dtu,1644.69,1644.67,2296.61,2296.59,651.92
GaCuS2,5f22a1966e5d7cb95325808c,mp-5238,True,2020-07-30T10:31:50.874000,dtu,1478.78,1478.77,2047.7,2047.69,568.92
LiInTe2,5f22a1966e5d7cb95325808e,mp-20782,True,2020-07-30T10:31:50.948000,dtu,1689.05,1689.04,2435.36,2435.35,746.311
Ba4LiCu(CO5)2,5f22a1966e5d7cb953258090,mp-15472,True,2020-07-30T10:31:51.163000,dtu,1406.47,1894.34,2010.19,2498.06,603.716
Na3AsSe3,5f22a196ad184a29bf240df8,mp-8686,True,2020-07-30T10:31:50.227000,dtu,2374.37,2385.76,3505.93,3517.32,1131.56
K4BeP2,5f22a196ad184a29bf240dfa,mp-9872,True,2020-07-30T10:31:50.518000,dtu,2198.43,2226.88,3451.1,3479.55,1252.67
TlBS2,5f22a196ad184a29bf240dfc,mp-8946,True,2020-07-30T10:31:50.773000,dtu,2377.28,2481.67,3461.77,3566.16,1084.49
RbSbS2,5f22a196ad184a29bf240dfe,mp-15366,True,2020-07-30T10:31:51.033000,dtu,2408.24,2422.99,3514.23,3528.98,1106.0
Na3BS3,5f22a196b58a4a3d3003a359,mp-29976,True,2020-07-30T10:31:50.341000,dtu,3376.82,3420.66,4913.92,4957.76,1537.1
Mg3P2,5f22a196b58a4a3d3003a35b,mp-2514,True,2020-07-30T10:31:50.377000,dtu,1995.78,1995.77,3125.1,3125.09,1129.32
MgSe,5f22a196b58a4a3d3003a35e,mp-13031,True,2020-07-30T10:31:50.588000,dtu,3293.66,3293.63,4884.51,4884.48,1590.85
ZrP2S7,5f22a196b58a4a3d3003a35f,mp-31014,True,2020-07-30T10:31:50.667000,dtu,2258.41,2335.0,3145.8,3222.39,887.387
LiGaS2,5f22a196b58a4a3d3003a361,mp-3647,True,2020-07-30T10:31:50.923000,dtu,3526.62,3526.59,4920.94,4920.91,1394.32
YBi2IO4,5f22a196b58a4a3d3003a363,mp-551816,True,2020-07-30T10:31:50.946000,dtu,2184.92,2600.52,3066.35,3481.95,881.427
K2ZnO2,5f22a196b58a4a3d3003a366,mp-8187,True,2020-07-30T10:31:51.166000,dtu,3431.77,3431.74,4936.14,4936.11,1504.37
La3Ga5SnO14,5f22a196c5384985221ceabd,mp-6788,True,2020-07-30T10:31:50.228000,dtu,4432.61,4477.6,6198.16,6243.15,1765.55
RbF,5f22a196c5384985221ceabe,mp-11718,True,2020-07-30T10:31:50.315000,dtu,8080.99,8224.9,11277.8,11421.7,3196.81
CsSrN9,5f22a196c5384985221ceac0,mp-29228,True,2020-07-30T10:31:50.518000,dtu,4574.5,4623.97,6300.93,6350.39,1726.42
CsCOF3,5f22a196c5384985221ceac2,mp-14734,True,2020-07-30T10:31:50.550000,dtu,8392.32,8436.87,11377.1,11421.7,2984.82
CaTaAlO5,5f22a196c5384985221ceac5,mp-15733,True,2020-07-30T10:31:50.771000,dtu,5117.66,5150.58,6301.32,6334.25,1183.66
BPO4,5f22a196c5384985221ceac6,mp-3589,True,2020-07-30T10:31:50.802000,dtu,8449.35,8537.4,11560.3,11648.4,3110.97
KLiS,5f22a196c5384985221ceac9,mp-8430,True,2020-07-30T10:31:51.084000,dtu,4328.2,4353.09,6278.51,6303.41,1950.32
Cs2HfF6,5f22a196c5384985221ceaca,mp-13948,True,2020-07-30T10:31:51.121000,dtu,9302.91,9311.35,12190.8,12199.2,2887.87
RbInI4,5f22a197314c69f46a073b19,mp-28198,True,2020-07-30T10:31:51.262000,dtu,3027.02,3027.0,4381.31,4381.28,1354.28
CsSO2F,5f22a197314c69f46a073b1c,mp-6368,True,2020-07-30T10:31:51.504000,dtu,5189.48,5202.41,7146.77,7159.7,1957.29
InGaBr4,5f22a197314c69f46a073b1d,mp-541283,True,2020-07-30T10:31:51.510000,dtu,3227.46,3310.07,4421.52,4504.13,1194.06
NaBrO3,5f22a197314c69f46a073b20,mp-23339,True,2020-07-30T10:31:51.757000,dtu,5312.58,5312.54,7189.04,7189.0,1876.45
HgCl,5f22a197314c69f46a073b21,mp-22897,True,2020-07-30T10:31:51.806000,dtu,3078.01,3341.31,4368.17,4631.47,1290.16
BAsO4,5f22a197314c69f46a073b24,mp-3277,True,2020-07-30T10:31:52.001000,dtu,5293.05,5641.27,7220.63,7568.85,1927.59
LiSbO3,5f22a197314c69f46a073b25,mp-4995,True,2020-07-30T10:31:52.092000,dtu,3195.8,3195.78,4437.96,4437.94,1242.16
P2Ir,5f22a19768c0040305054d96,mp-10155,True,2020-07-30T10:31:51.291000,dtu,609.711,1531.99,830.83,1753.11,221.119
TiS3,5f22a19768c0040305054d98,mp-9920,True,2020-07-30T10:31:51.536000,dtu,587.687,605.197,799.252,816.762,211.564
Ca(CdAs)2,5f22a19768c0040305054d9a,mp-7067,True,2020-07-30T10:31:51.833000,dtu,534.179,534.175,766.564,766.56,232.385
SrCaPb,5f22a19768c0040305054d9c,mp-21166,True,2020-07-30T10:31:52.104000,dtu,490.376,490.373,771.573,771.569,281.196
AgCl,5f22a1976e5d7cb953258092,mp-22922,True,2020-07-30T10:31:51.245000,dtu,1639.34,3318.0,2442.96,4121.61,803.616
Co(ReO4)2,5f22a1976e5d7cb953258094,mp-31516,True,2020-07-30T10:31:51.426000,dtu,1533.16,1580.92,2001.11,2048.88,467.956
BaLiP,5f22a1976e5d7cb953258096,mp-13277,True,2020-07-30T10:31:51.482000,dtu,1572.63,1572.61,2398.02,2398.01,825.397
Sr2FeWO6,5f22a1976e5d7cb953258098,mp-19266,True,2020-07-30T10:31:51.665000,dtu,1505.9,1517.78,1978.72,1990.61,472.824
Cs2Pd3S4,5f22a1976e5d7cb95325809a,mp-510268,True,2020-07-30T10:31:51.711000,dtu,1685.86,1767.67,2383.54,2465.35,697.68
Sr3(SiAs2)2,5f22a1976e5d7cb95325809d,mp-11677,True,2020-07-30T10:31:51.916000,dtu,1390.89,1390.88,2104.27,2104.26,713.382
Cs2O,5f22a1976e5d7cb95325809e,mp-7988,True,2020-07-30T10:31:51.951000,dtu,1672.34,2407.16,2367.23,3102.05,694.894
AlSb,5f22a1976e5d7cb9532580a1,mp-2624,True,2020-07-30T10:31:52.193000,dtu,1410.07,1741.83,2117.41,2449.18,707.347
Tl3B3S10,5f22a197ad184a29bf240e00,mp-17823,True,2020-07-30T10:31:51.253000,dtu,2431.56,2487.57,3466.36,3522.36,1034.8
La3AgSnS7,5f22a197ad184a29bf240e02,mp-542888,True,2020-07-30T10:31:51.507000,dtu,2498.54,2539.8,3491.41,3532.67,992.868
SbI3,5f22a197ad184a29bf240e04,mp-23281,True,2020-07-30T10:31:51.769000,dtu,2421.3,2458.44,3474.16,3511.29,1052.86
SrTe,5f22a197ad184a29bf240e06,mp-1958,True,2020-07-30T10:31:53.500000,dtu,2341.51,3023.55,3548.91,4230.95,1207.4
SbSBr,5f22a197b58a4a3d3003a367,mp-22971,True,2020-07-30T10:31:51.204000,dtu,2176.34,2235.84,3114.89,3174.39,938.552
MgTi2O5,5f22a197b58a4a3d3003a36a,mp-28232,True,2020-07-30T10:31:51.395000,dtu,3913.2,3963.05,4889.05,4938.89,975.845
Rb2Ti(CuS2)2,5f22a197b58a4a3d3003a36b,mp-7129,True,2020-07-30T10:31:51.428000,dtu,2317.75,2466.07,3122.51,3270.83,804.757
InBO3,5f22a197b58a4a3d3003a36e,mp-7027,True,2020-07-30T10:31:51.652000,dtu,3592.61,4011.64,4918.18,5337.21,1325.57
NbAgO3,5f22a197b58a4a3d3003a36f,mp-12725,True,2020-07-30T10:31:51.700000,dtu,2339.38,2858.03,3075.36,3594.01,735.98
KNaSe,5f22a197b58a4a3d3003a372,mp-28595,True,2020-07-30T10:31:51.974000,dtu,3224.27,3224.25,4887.43,4887.4,1663.15
Hg(AuF4)2,5f22a197b58a4a3d3003a373,mp-29170,True,2020-07-30T10:31:51.972000,dtu,2322.49,2334.13,3160.04,3171.68,837.55
MgI2,5f22a197c5384985221ceacd,mp-23205,True,2020-07-30T10:31:51.393000,dtu,4366.96,4505.44,6290.59,6429.06,1923.63
KPF6,5f22a197c5384985221ceace,mp-4608,True,2020-07-30T10:31:51.430000,dtu,9385.93,9385.86,12440.4,12440.3,3054.47
ScAsO4,5f22a197c5384985221cead1,mp-546125,True,2020-07-30T10:31:51.694000,dtu,4631.98,4636.48,6271.6,6276.11,1639.63
K2MgF4,5f22a197c5384985221cead2,mp-31212,True,2020-07-30T10:31:51.742000,dtu,9036.9,9155.82,12521.1,12640.0,3484.22
NaAlI4,5f22a197c5384985221cead5,mp-29395,True,2020-07-30T10:31:51.944000,dtu,4375.73,4375.7,6273.02,6272.99,1897.29
PF5,5f22a197c5384985221cead6,mp-8511,True,2020-07-30T10:31:51.990000,dtu,9412.83,9412.76,12577.3,12577.2,3164.49
SrCN2,5f22a197c5384985221cead9,mp-12317,True,2020-07-30T10:31:52.177000,dtu,4512.69,5302.91,6354.86,7145.07,1842.17
LiScO2,5f22a198314c69f46a073b27,mp-5840,True,2020-07-30T10:31:52.252000,dtu,5540.13,5540.09,7158.6,7158.56,1618.47
KCuS,5f22a198314c69f46a073b29,mp-28270,True,2020-07-30T10:31:52.407000,dtu,2904.47,2924.09,4408.31,4427.92,1503.83
Cs2ZrO3,5f22a198314c69f46a073b2b,mp-8759,True,2020-07-30T10:31:52.525000,dtu,5314.8,5326.74,7212.6,7224.54,1897.8
Sn2OF2,5f22a198314c69f46a073b2d,mp-27480,True,2020-07-30T10:31:52.641000,dtu,3076.25,3211.0,4452.27,4587.01,1376.01
Ba3(AsO4)2,5f22a198314c69f46a073b2f,mp-9783,True,2020-07-30T10:31:52.761000,dtu,5190.88,5273.68,7162.8,7245.61,1971.93
Ca3AsCl3,5f22a198314c69f46a073b31,mp-28069,True,2020-07-30T10:31:52.934000,dtu,3218.44,3370.38,4517.55,4669.49,1299.1
IF5,5f22a198314c69f46a073b33,mp-23257,True,2020-07-30T10:31:52.988000,dtu,5520.34,5520.3,7226.37,7226.33,1706.03
Sr2SnS4,5f22a198314c69f46a073b36,mp-30294,True,2020-07-30T10:31:53.177000,dtu,3126.12,3126.1,4503.95,4503.92,1377.83
CaCuAs,5f22a19868c0040305054d9e,mp-4120,True,2020-07-30T10:31:52.384000,dtu,566.702,698.951,788.755,921.003,222.053
Sc(AlC)3,5f22a19868c0040305054da0,mp-4798,True,2020-07-30T10:31:52.602000,dtu,607.419,1921.24,847.428,2161.25,240.01
AgF3,5f22a19868c0040305054da2,mp-18536,True,2020-07-30T10:31:52.901000,dtu,596.441,730.716,829.38,963.655,232.939
SrCaSn,5f22a19868c0040305054da4,mp-20726,True,2020-07-30T10:31:53.181000,dtu,564.238,564.234,904.901,904.897,340.663
K2NaGaAs2,5f22a1986e5d7cb9532580a2,mp-9676,True,2020-07-30T10:31:52.212000,dtu,1567.9,1567.89,2373.22,2373.21,805.312
Cs(SbSe2)2,5f22a1986e5d7cb9532580a5,mp-3312,True,2020-07-30T10:31:52.484000,dtu,1439.66,1700.77,2122.67,2383.79,683.014
Na5SiAs3,5f22a1986e5d7cb9532580a6,mp-18139,True,2020-07-30T10:31:52.517000,dtu,1581.26,1593.28,2391.1,2403.12,809.836
Tl2GeSe3,5f22a1986e5d7cb9532580a9,mp-14242,True,2020-07-30T10:31:52.799000,dtu,1475.61,1697.13,2123.15,2344.67,647.542
Tl2Au4S3,5f22a1986e5d7cb9532580aa,mp-29898,True,2020-07-30T10:31:52.829000,dtu,1705.44,1705.43,2426.86,2426.85,721.42
Ag3SbS3,5f22a1986e5d7cb9532580ad,mp-4515,True,2020-07-30T10:31:53.201000,dtu,1459.68,1975.24,2075.92,2591.48,616.24
