snumat-id,formula,HSE,GGA
SM-9213,Ir8Sn12Te12,0.9681000000000001,0.459153
SM-5007,I4,1.785502,0.960467
SM-12669,K11Mn4Li1O16,3.193698,1.697173
SM-4925,La4Pd4K4O12,2.131373,0.39914099999999997
SM-13996,K2La2Ti2O8,3.691809999999999,2.186737999999999
SM-12670,La4P8K4S24,3.953847,2.739264
SM-12671,La4Se24P8K4,2.943114,1.964674
SM-9228,S2La1K1,3.556247,2.671083
SM-12672,K2La2Si2S8,3.478163,2.569044
SM-12673,La2K2Si2S8,3.568604,2.648215
SM-12674,La2K2Si2Se8,2.968557,2.124925
SM-9229,K1La1Te2,2.3143029999999998,1.6881629999999999
SM-12675,K4Li4Mn4O8,3.061015,1.915044
SM-20535,K4O4Li4,3.666778,2.294196
SM-12676,K2Li2Zn2O4,3.872103,2.722786
SM-9230,K2Li2Se2,3.428923,2.56611
SM-9231,K2Te2Li2,3.184106,2.414272
SM-12677,Pb2K2Li6O8,2.753203,1.429816
SM-9232,Lu1K1S2,3.354197,2.315788
SM-9233,Mg2P2K2,2.440663,1.708686
SM-9234,K2Mg2Sb2,1.874128,1.230784
SM-12678,K4Na4Mn4O8,2.664956,1.612023
SM-9235,K4Mn4O16,3.06658,1.797922
SM-12679,K2Mn2Se4O16,2.726744,1.3025229999999999
SM-9236,K2Mn2P2,2.063362,1.404996
SM-12680,Mo4K4P4O24,3.993054,2.484234
SM-4173,K4Mo4P8O28,3.77664,1.497715
SM-13531,Mo4K2P6O26,3.227313,1.120788
SM-4185,K2Sb2Mo4O16,3.020355,2.096499
SM-19024,Mo6P4K2O28,1.681266,0.44019
SM-9237,K2Mo6O18,1.200877,0.773191
SM-9243,K1N1O2,3.993066,2.156652
SM-9244,K1N1O2,4.430061,2.468901
SM-3745,K4N4O8,4.438394,2.486507
SM-3138,K4N4O12,4.910965,2.916995
SM-9245,K1N1O3,4.987877,2.957455
SM-9246,K8N8O24,4.92782,2.930417
SM-13997,K4O12N4,4.956476,2.949076
SM-9247,K4O16N12,4.411336,2.83344
SM-1280,K2N6,5.531075,4.239607
SM-2764,Na2K2O2,3.479197,2.137253
SM-12681,K4Na4Zn4O8,3.351159,2.248751
SM-15637,K2Na2V4O12,4.458353,3.254069
SM-15757,V4K2Na2O12,4.455325,3.247068999999999
SM-9248,K4Na4S4,3.540228,2.54876
SM-9249,K4Na4Se4,2.955867,2.051892
SM-9250,K4Te4Na4,2.688324,1.9391559999999999
SM-4964,Ni4K4Na8O8,2.997438,1.8339800000000002
SM-9251,Na2K1Sb1,1.277168,0.669578
SM-12682,K4Na16Sb12Sn4,0.872788,0.41401000000000004
SM-9252,Nb1K1O3,3.281945,2.014759
SM-9253,K1Nb1O3,2.631402,1.428932
SM-3778,K1Nb1O3,2.72759,1.493801
SM-2765,K1Nb1O3,3.494178,2.213547
SM-9254,K2Nb2S4,1.294629,0.776863
SM-9255,K2Nb2Se4,1.144427,0.6537459999999999
SM-9256,Nb6K2O16,3.875435,2.477313
SM-12683,Ni4S16P4K4,2.932902,2.106923
SM-18913,K2V12O22,0.8681000000000001,0.289172
SM-18914,K2V12O22,0.918202,0.289689
SM-16412,Sb4K2S4P2O24,5.476047,4.188334
SM-12684,Ti4K2P6O24,3.910543,2.381617
SM-12685,Sb3Zn4K1O12,3.351088,1.963776
SM-12686,K2V6Se4O24,3.517996,2.365473
SM-9257,K2Tl2O2,1.895897,1.128147
SM-9258,K2Sb2O4,2.845717,1.909594
SM-9259,K1Tl1O2,1.841017,0.8599249999999999
SM-1237,K4O8,0.9545819999999999,0.0
SM-3094,Pd4K2O6,1.727982,0.376809
SM-2767,K2Sb2O6,4.186529,2.624058
SM-3517,K4Sb4O12,2.467165,0.988116
SM-2768,K1Ta1O3,3.3280600000000002,2.055544
SM-1050,K4O12,0.511828,0.0
SM-20052,Ru2K2O8,1.22684,0.0
SM-4076,Sb8Si8K8O40,4.585945,2.8355449999999998
SM-15047,Te4V4K4O20,4.254534,3.2559270000000002
SM-12687,K4V4S4O24,2.7436249999999998,1.822722
SM-9260,Te8K4O24,2.093824,1.132714
SM-12688,Sb2Zn8K2O14,2.7255949999999998,1.6398300000000001
SM-12689,Sb1K1P2O8,4.644082,2.956811
SM-12690,K1V1S2O8,3.102703,1.976313
SM-9261,K2V6O16,3.040603,2.078664
SM-12691,K4Pb4P4S16,3.31471,2.392197
SM-12692,Pd4S16P4K4,2.679237,1.505823
SM-9262,K2P2S6,2.728154,1.689084
SM-12693,Sn4K4P4S16,2.56853,1.871162
SM-12694,K2Ti2P2S10,2.117337,1.190259
SM-9263,Se18K6P6,2.220727,1.373974
SM-12695,Se10Ti2K2P2,1.686717,0.853634
SM-19025,Zr4Se24K4P4,0.064219,0.021266999999999998
SM-9264,P4K4Se24,2.596353,1.779735
SM-9265,K2Zn2P2,1.699441,1.0442
SM-660,K8P8,1.696084,1.036423
SM-12696,Sb2K2P4S12,3.11326,2.226442
SM-12697,K1V1P2S7,2.115012,1.339305
SM-12698,Sb2Se12K2P4,2.460954,1.662007
SM-12699,K4Y4P8Se24,2.737967,1.860733
SM-9267,Te4K4P8,1.812073,1.11413
SM-9268,K1Zn4P3,1.103076,0.651478
SM-9269,K2Pt4S6,2.056869,1.246945
SM-9270,K2Pt4Se6,1.568099,0.939334
SM-9271,Rb4K4S4,3.111366,2.162443
SM-9272,Sb2K2S4,2.205494,1.51364
SM-9273,Y1K1S2,3.344225,2.337597
SM-12700,Y2K2Si2S8,3.773383,2.729767
SM-15620,K1V5S8,1.081492,0.567921999999999
SM-9275,Sb4Se8K4,2.080847,1.374556
SM-9276,K4Sb4Se8,2.084908,1.377727
SM-9277,K2Sn2Sb2,0.5841069999999999,0.234987
SM-9278,K2Zn2Sb2,1.323095,0.664613
SM-9279,K1Zn1Sb1,1.194702,0.557935
SM-4427,K8Sb8,1.147005,0.639956
SM-9280,Sb4Se8K2,1.648876,1.037816
SM-4428,Sb8K4,0.507139,0.08455
SM-9282,K2Sn4Se8,1.876288,1.148814
SM-7273,K16Si16,1.678455,1.123147
SM-6637,K16Sn16,1.091688,0.665523
SM-9283,K1Y1Te2,2.090857,1.317609
SM-12701,K2La2Ti3O10,3.231192,1.893724
SM-12702,Pb3K2Li14O14,3.123873,1.92235
SM-12703,K4Mg2P4Se12,2.805741,1.797369
SM-12704,Mn4K8Na4O16,3.174812,1.646627
SM-12705,Mn2V8K4O24,2.566802,2.00482
SM-20190,K4Mn2V4O14,3.223525,2.450026
SM-12706,K4Mn2P4S12,3.244769,2.466247
SM-12707,Se12Mn2P4K4,2.467498,1.601515
SM-9285,K4Mn2S4,3.433518,2.550597
SM-9286,K4Mn2Se4,3.149064,2.291843
SM-13532,Sn4Mn4Se16K8,2.005062,1.262628
SM-9287,K4Mn2Te4,3.100112,2.368358
SM-9288,K4Mn4O6,2.491786,1.4612129999999999
SM-20191,K8Mo4S12O4,2.280671,1.544223
SM-4549,K8Mo4S8O8,2.812229,1.9855859999999999
SM-4497,K8Mo4S8O8,2.887828,2.052027
SM-4174,K8Mo4S4O12,3.811461,2.787791
SM-9289,K8Mo4S16,2.031145,1.30769
SM-12708,O14K4S4N2,2.965037,2.061483
SM-12709,Ni2K4O24N8,4.8595939999999995,3.016042
SM-12710,Pd2K4N8O24,3.9511600000000002,2.005615
SM-4067,Pd4K8N16O32,4.000714,2.107504
SM-13998,Ni1Pb1K2O12N6,3.254489999999999,1.786276999999999
SM-13299,Ni1Sr1K2O12N6,3.805398,2.153146
SM-12711,Tl4Na4K8O12,2.368907,1.111247
SM-12712,Tl4K8Na12O16,2.5123,1.256926
SM-12713,Na12K8Si4P12,1.5178449999999999,0.8605269999999999
SM-12714,Nb5Y1K2O15,2.884832,1.617918
SM-4781,Ni1K2O2,3.425274,2.79391
SM-9290,K4Ni2P4,1.806203,1.4122919999999999
SM-9291,K4Ni6S8,2.169986,1.394115
SM-9292,K4Ni6Se8,1.650889,0.975046
SM-9293,K4Sb8O22,3.455448,1.882438
SM-13533,Ti6K2O13,4.035234,2.59478
SM-19540,K2O1,2.8771839999999997,1.657981
SM-9294,K2V8O21,1.999727,1.247483
SM-12716,Pd1S8K2O26,3.643281,1.669857
SM-3095,Pb4K8O8,2.73441,1.91226
SM-2773,Pd1K2O2,3.236109,1.445556
SM-9295,Zn2K4O4,3.515193,2.450976
SM-20356,K4O4,3.818956,2.236264
SM-19541,K4O4,3.89854,2.319813
SM-3096,Pb4K8O12,2.143742,1.061877
SM-9296,Pb2K4O6,2.536229,1.171603
SM-3518,Pb4K8O12,2.498156,1.159345
SM-20053,K4Pb4O6,2.303363,1.598265
SM-2774,K8Sn4O12,3.5921469999999998,2.097259
SM-3797,K6Sn6O9,1.933174,1.241617
SM-3586,K2Sn2O3,1.763538,1.080193
SM-3853,K4Sn4O6,2.003826,1.337572
SM-3097,Pb8K8O16,2.237427,1.357382
SM-20054,Ru4K8O16,2.592467,0.5991500000000001
SM-9297,K4Zn6O8,3.051682,2.114358
SM-3768,K4S4O10,1.6607319999999999,0.961268
SM-12717,Sb4K8P4O24,4.159086,2.545667
SM-20192,Se4S8O24K8,3.975108,2.73051
SM-12718,Ta2Sr1K2O7,3.354712,1.97924
SM-2782,W4K4O14,3.433221,2.232098
SM-9298,Zn12K4O14,2.762743,1.55295
SM-3879,K4V6O16,3.021335,1.974395
SM-13999,Ti2Si6K4O18,4.841837,3.228039
SM-14000,K4Zr2Si6O18,6.53438,4.861306
SM-16413,Zr2K4Si6O18,6.534471,4.861389
SM-18173,Zr2K4Si6O18,6.532386,4.859295
SM-15215,Ti8K4O18,4.295638,2.829864
SM-9299,K4Pd2P4,1.797221,0.975912
SM-9300,K4Si2P4,1.974956,1.205604
SM-9301,Pd1K2S2,2.218475,1.047882
SM-9302,Pd1K2Se2,1.504118,0.7812509999999999
SM-9303,Pd1K2Te2,1.165888,0.731185
SM-9304,K4Pd6S8,2.284837,1.1936309999999999
SM-9305,K4Pd6Se8,1.53054,0.7753829999999999
SM-9306,Pt2K4S30,2.748644,1.9374689999999999
SM-9307,Pt1K2S2,2.349555,1.213434
SM-9308,K2Pt1Se2,1.9252200000000002,0.9002519999999999
SM-9309,K2Pt1Te2,1.382158,0.751092
SM-12720,Sn6Sb4K4S20,2.418201,1.609788
SM-275,S1K2,3.25143,2.315954
SM-475,K8S4,2.979915,2.034024
SM-300,K6S6,2.547581,1.444087
SM-9310,Te4S12K8,0.635535,0.584433
SM-9311,K4Ti2S6,1.857773,1.002237
SM-301,K4S6,2.334169,1.243929
SM-9312,K4Sn4S10,2.237308,1.4043619999999999
SM-403,K8S20,2.711343,1.683933
SM-303,K8S24,2.553146,1.640933
SM-9313,Sb8S14K4,2.043851,1.374758
SM-1543,K2Se1,2.961627,2.094623
SM-7277,Se1K2,2.96237,2.095113
SM-1608,K4Se4,1.936409,0.9388909999999999
SM-1639,K6Se6,1.501897,0.561985
SM-9314,K4Sn2Se6,2.486134,1.620857
SM-9315,K8Te4Se12,2.437533,1.6374119999999999
SM-1544,K4Se6,1.381647,0.592572
SM-9316,K8W4Se16,1.855119,1.208178
SM-9317,K4Sn4Se10,1.543628,0.876644
SM-4234,Se20K8,1.391958,0.656328
SM-9318,Te12Sn4K8,1.613829,0.9577129999999999
SM-9319,Te10Sn2K4,1.086652,0.60243
SM-7278,Te1K2,2.856831,2.116617
SM-1424,K2Te1,2.8521300000000003,2.112364
SM-9320,Te4Zn2K4,2.947574,2.253934
SM-1425,K4Te4,1.415006,0.664207
SM-1516,K6Te6,0.9798859999999999,0.256741
SM-9321,K8Zr4Te12,0.943109,0.489467
SM-1426,K8Te12,1.426568,0.71064
SM-14688,K6La2Te4O18,4.286974,2.634222
SM-13300,Te2K6Na4Li2O12,3.758304,2.24545
SM-9322,K12Si16Li4,2.093867,1.511797
SM-14001,Lu1O8V2K3,4.633694,3.407889
SM-9323,K12Mn4O12,3.185415,1.846947
SM-9324,K3Mn1O4,3.502122,1.9514829999999999
SM-3093,K6N2O6,1.165697,0.17987499999999998
SM-15162,K3Na1Ru2O8,2.5278869999999998,0.586676
SM-15688,W4K6Na2O16,6.364497,4.830637
SM-12722,K6Na2Re4O18,3.112797,1.788455
SM-12723,Sn6Se16K6Na2,2.299115,1.421468
SM-12724,Na8K12Sn4P12,1.693956,0.994871
SM-9326,Nb1K3O8,4.335562,2.591843
SM-9328,Nb4K12S16,3.298023,2.341033
SM-9329,Nb4K12Se16,2.6642069999999998,1.81904
SM-4913,Ni4K12O8,3.013579,0.8473339999999999
SM-16416,Ni2K6O4,2.716084,1.537576
SM-4641,K6Ni4O8,0.126405,1.2895780000000001
SM-9330,K3V5O14,3.249732,2.239713
SM-20193,K12V4S8O8,3.311236,2.471357
SM-3628,Sb2O8K6,3.249604,1.7460229999999999
SM-2787,Ta1K3O8,5.25235,2.981913
SM-14002,Y1V2O8K3,4.629576,3.3995859999999998
SM-20055,K3V3O8,2.629242,1.689342
SM-4546,Sb14K6S6O18,2.492766,1.804977
SM-662,K12P44,2.680529,1.87565
SM-9327,P4S16K12,3.984589,2.824055
SM-9332,K6Se32P2,1.873956,1.132682
SM-9333,Se16K12P4,2.667471,1.6706349999999999
SM-661,K6P2,0.754267,0.18079399999999998
SM-12725,Ru2Se20K6P10,1.691377,0.8719
SM-9334,K12Sb4S12,3.515466,2.689739
SM-9335,Sb2S8K6,3.271274,2.156971
SM-9336,Sb1K3S4,3.235182,2.119148
SM-9337,Ta4K12S16,3.713095,2.755401
SM-9338,K12S16V4,2.5310259999999998,1.854423
SM-9339,Se12K12Sb4,3.066807,2.297282
SM-9340,K6Sb2Se8,2.29956,1.363955
SM-9341,K12Sb4Te12,2.434103,1.7337179999999999
SM-4444,K3Sb1,1.211373,0.63953
SM-4429,Sb2K6,0.905791,0.371839
SM-9342,Sn4Se12K12,2.406755,1.63381
SM-9343,K6Si2Te6,2.501997,1.699089
SM-9344,K12Sn4Te12,1.856137,1.227245
SM-12726,K4Ni1N6O12,3.735505,2.077106
SM-12727,Ru1K4N6O12,3.903003,2.317173
SM-12728,Te2K8Na4O12,3.711862,2.206523
SM-18561,Ni3K4O6,1.3037670000000001,0.5870500000000001
SM-9345,Sb4K8O6,2.094164,1.263655
SM-2537,Sn8K32O24,3.086247,2.243006
SM-20056,K16Zn4O12,3.1504469999999998,2.010752
SM-2790,Pb2K8O8,3.008101,1.602484
SM-18915,Si4K16O16,4.356091,2.867921
SM-2791,Sn2K8O8,3.757261,2.266501
SM-12729,Pd1S8P2K4,2.882805,1.747428
SM-9346,P2K4Zn1,1.611624,0.9432039999999999
SM-793,K4P6,1.316659,0.696676
SM-663,K8P12,1.666339,1.031584
SM-9347,Ta4S22K8,2.51907,1.643359
SM-12730,Sn4Te8Se8K16,2.337781,1.554474
SM-9348,K16Sn4Se16,2.579761,1.7233049999999999
SM-9349,Sn6Se16K8,2.302462,1.446577
SM-9351,Sn4Sb12K20,1.029594,0.48994699999999997
SM-1427,Te6K10,0.517405,0.0
SM-9352,K12Mg2O8,2.865808,1.6129149999999999
SM-9353,K12Mn2S8,2.685137,1.873255
SM-9354,K12Mn2Se8,2.3894159999999998,1.619276
SM-9355,K12Mn2Te8,2.33925,1.672023
SM-20195,W4K12O6N8,3.244397,2.126291
SM-2793,Pb4K12O10,3.082326,2.187349
SM-12733,Nb1K7S6O24,4.1529300000000005,2.801398
SM-9356,K16Sn2Sb8,0.761721,0.27896299999999996
SM-9357,Tl20Zn2K16,0.029450000000000004,0.011722999999999999
SM-5009,Kr2,8.638966,7.223685
SM-14003,La1P2Li3,1.028277,0.595855999999999
SM-14004,La1Sb2Li3,0.459140999999999,0.16579299999999902
SM-9360,La4Lu4S12,3.429519,2.22086
SM-13301,La2Na2Te2Mg2O12,4.096785,2.561244
SM-13302,Na2La2Mn2W2O12,2.88212,2.0838389999999998
SM-12734,La2Mn2Sb2O2,1.2401739999999999,0.7579619999999999
SM-18916,La2Mn2O6,0.718741,0.0
SM-12735,La2Mn6V8O24,0.22966799999999998,0.951001
SM-9373,La4N4O16,2.155588,0.8894719999999999
SM-5706,La1N1,0.8139879999999999,0.0
SM-5707,La2N2,2.3954750000000002,1.623016
SM-4560,Ta4La4N8O4,1.625889,0.668538
SM-9374,La1O6N3,4.121284,2.194276
SM-12736,La2Ti2Na2O8,3.822525,2.305537
SM-9375,Se2La1Na1,2.8636939999999997,2.123862
SM-12737,Nb4La2Rb2O14,3.220369,1.780232
SM-14005,La2Ni2O4,2.561908,0.41846900000000004
SM-4557,La2Zn2P2O2,1.364403,0.830344
SM-4132,La2Zn2Sb2O2,0.605081,0.125938
SM-9390,La4Rh4O12,2.031809,0.58267
SM-3538,La4Ti4O12,0.944514,0.0
SM-3098,La2Tl2O6,1.075689,0.293709
SM-18920,La4Sb4O16,4.644977,3.031751
SM-15720,La2Sb2Sr4O12,5.200324,3.588326
SM-12740,Rb1La1Ta2O7,3.642244,2.233325
SM-2800,La2Sb6O18,3.299536,1.659515
SM-9391,La2V6O18,3.789071,2.611852
SM-9399,La8P8S8,0.852428,0.363269
SM-728,La1P1,0.152048,0.0
SM-12741,Tl4La4S24P8,3.650388,2.547379
SM-12742,Tl4La2S14P4,3.068573,2.048877
SM-12743,Tl4La4Se24P8,2.6249759999999998,1.752318
SM-664,La16P32,1.004797,0.461536
SM-6646,La4P20,0.6600039999999999,0.159328
SM-730,La4P28,1.500317,0.0
SM-9416,Rb1La1S2,3.527517,2.64699
SM-12744,Rb4La4Si4S16,3.626168,2.711528
SM-9417,Se2La1Rb1,3.084558,2.295151
SM-7284,La4S8,1.267197,0.597909
SM-6651,La8S16,1.305186,0.6321629999999999
SM-9435,La4Sc4S12,2.80212,1.685744
SM-9436,La2Y6S12,1.898015,1.07779
SM-4323,La4Se8,0.431685,0.054750999999999994
SM-12747,La4Li2Ru2O12,2.252187,0.307157
SM-12748,Li2La2Ti3O10,3.335929,1.93465
SM-12749,La2Mn1Mg1O6,3.229018,1.892932
SM-13534,La4Ni2Mn2O12,2.325633,1.5705609999999999
SM-13535,La4Mn2V2O12,1.627192,1.112683
SM-9446,La4Mo2O10,1.28477,0.11250399999999999
SM-12750,La4Na2Os2O12,2.316158,0.467862
SM-12751,La4Na2Ru2O12,2.429335,0.461771
SM-12752,Na2La2Ti3O10,3.330096,1.960984
SM-4814,La4Ni2O8,2.384591,1.729669
SM-4821,La8Ni4O16,0.730271,0.0
SM-4822,La4Ni2O8,2.388861,1.7334669999999999
SM-9447,La4Ni2O8,3.519491,2.753657
SM-9448,La4Ni4O10,3.457142,2.539658
SM-9449,La8Ni8O20,3.239986,2.407498
SM-4550,La8S8O8,2.516469,1.4845519999999999
SM-4554,La4S4O4,2.498909,1.471425
SM-12753,La8Sn4O8S12,2.612393,1.573122
SM-3854,La2Se1O2,3.6668819999999998,2.477407
SM-4616,La2O2Te1,2.910867,2.074733
SM-19542,La2O3,5.247587,3.751277
SM-19543,La2O3,3.108751,2.54223
SM-19544,La16O24,4.668656,3.2017349999999998
SM-20357,La2O3,5.38132,3.829653
SM-4176,La8Se4Si4O16,3.759372,2.39505
SM-12754,La8Se4Si4O16,3.705673,2.391952
SM-4899,La4Pd4O10,2.848744,1.2096959999999999
SM-9451,Re2La4O10,2.133124,1.059198
SM-3845,La8Ru4O20,1.013831,0.0
SM-12756,La4Zn2Ti2O12,4.231616,2.892475
SM-2801,La4Sn4O14,4.11157,2.68112
SM-2802,La4Ti4O14,4.075338,2.587222
SM-3846,La4Zr4O14,0.431257,0.0
SM-12757,La4Ti4Si2O18,3.85108,2.467901
SM-2803,La4W4O18,4.194871,2.859113
SM-5720,La8S12,1.747765,1.011342
SM-9455,La8Si4S20,3.371817,2.366728
SM-15940,Si4La8S20,3.362519,2.424451
SM-9456,La4Sn2S10,0.39033199999999996,0.0
SM-9457,La8Zr4S20,1.892429,1.106126
SM-9458,La8Zr4Se20,1.454715,0.772915
SM-9460,La12Lu4Se24,1.106423,0.45014899999999997
SM-13303,La6W2Mn2S6O12,0.660156,0.0
SM-12758,Mn2Sb3La3O14,2.186179,1.242495
SM-9461,La6Si12N22,4.352707,3.022606
SM-9462,La12N4S12,2.150037,1.337926
SM-20537,Nb2La6O14,4.106527,2.735667
SM-4462,La12Sb4O12,1.301852,0.708525
SM-2805,La6Sb2O14,4.405762,2.796225
SM-3779,Re2La6O16,2.8694479999999998,1.793817
SM-12759,La4Li1Ni1O8,3.224825,1.426209
SM-15494,La8Mn2S14,3.073333,2.4332339999999992
SM-9475,La8N4S6,1.9828729999999999,1.198111
SM-18927,La8N4Se6,2.41837,1.643253
SM-9476,La8Ni2S14,2.585011,1.787667
SM-2807,La4Ti3O12,4.196705,2.775889
SM-3856,La8Se6O8,1.042224,0.790499
SM-20539,La4Pd1O7,2.147179,0.31254000000000004
SM-12760,La5Re3Mg1O16,1.220274,0.039279
SM-13538,La10Os6Mn2O32,1.51753,0.17080299999999998
SM-12762,La10O4N2S8,2.2797169999999998,1.437781
SM-3100,Re4La6O18,1.087259,0.146668
SM-12763,Pb3Rb2Li14O14,3.103323,1.902681
SM-3956,Li4Mg4N4,3.469027,2.368866
SM-9493,Li1Mg1P1,0.515539,0.0
SM-14013,Li4Mn4O8,2.808951,1.618919
SM-9495,Li4Mn4O8,3.066402,1.636444
SM-4962,Li2Mn2V2O8,3.260655,2.572286
SM-9496,Mn2Li2O8,2.463382,1.458604
SM-12768,Mn2Li2P4O14,2.74558,1.313674
SM-9497,Li2Mn2Sb2,1.477757,0.9649709999999999
SM-9500,Mo4S8Li4,1.611909,1.043896
SM-20196,Sb4Mo8O32Li4,2.570695,1.718348
SM-12769,Li1Sc1Mo3O8,2.384486,1.216367
SM-20197,Li1Y1Mo3O8,2.410179,1.282528
SM-9501,Li2Mo6Se6,0.19262,0.0
SM-3496,Li2N2O6,5.014179,2.9852279999999998
SM-3980,Sr2Li2N2,1.169924,0.27569699999999997
SM-4041,N2Na5Li1,0.117432,0.0
SM-3957,Li2Si4N6,6.509345,5.156664
SM-1272,Li2N6,5.006667,3.765681
SM-9505,Li2Na2S2,4.217542,3.190754
SM-9506,Li4Na4Se4,3.434165,2.489786
SM-9507,Na4Te4Li4,3.029209,2.285351
SM-3124,Li2Nb2O4,2.373726,1.604177
SM-15061,Nb8O24Li8,4.596221,3.179343
SM-9508,Nb2Li2O6,3.602255,2.312424
SM-12770,Li4Zn4Nb4O16,4.325795,2.929014
SM-12771,Zn4Li4Nb4O16,4.333161,2.936499
SM-12772,Li2Nb2W2O12,3.623597,2.308416
SM-12773,Rb8Li4Nb4S16,3.177852,2.281466
SM-9509,Li2Nb2S4,1.178375,0.716267
SM-4799,Li2Ni2O4,1.418183,0.019022
SM-14014,Li2Ni2P2O8,4.732804,3.324726999999999
SM-12774,Li2Ti4P6O24,3.810221,2.280934
SM-12775,Li2V6Te4O24,2.677135,2.01445
SM-18929,V12O26Li2,0.982142,0.208997
SM-2810,Rb4Li4O4,3.534147,2.158097
SM-20059,Rh1Li1O2,3.27862,1.513386
SM-2811,Rh4Li4O8,3.334884,1.560064
SM-2812,Sb8O16Li8,3.527955,2.586958
SM-3754,Li2Tl2O4,1.136389,0.428405
SM-9514,Li1V1O2,1.233173,1.65893
SM-12776,Rb4Zn8Li4O12,3.711327,2.6323849999999998
SM-2813,Li4Sb4O12,3.780842,2.138552
SM-9517,Li4Ta4O12,3.898281,2.450136
SM-15675,Li4V4O12,3.778469,2.644412
SM-12777,V4P4O20Li4,2.890298,1.773055
SM-13539,Li4V4P4O20,2.909588,1.766579
SM-12778,Li4V4Te4O20,3.537583,2.623232
SM-15650,Li4O20V8,1.188081,0.612765999999999
SM-20060,Li4V8O20,2.112324,1.149718
SM-14016,V4O10Li2,1.006856,0.355767
SM-9520,V8O20Li4,2.428738,1.4829809999999999
SM-12779,Sr6Li2Ru2O12,2.381691,0.388795
SM-12780,Li4Sb4W4O24,3.9218859999999998,2.289455
SM-20198,Ti4Si8Li4O24,2.224502,0.249354
SM-20199,Li4V4Si8O24,3.009297,1.921796
SM-12781,V2P4O14Li2,3.066321,1.957879
SM-3125,Sb6O16Li2,2.497805,0.968
SM-9521,Li2V6O16,2.586888,1.786259
SM-12782,Li1Zn1P1S4,3.843471,2.708264
SM-9522,Li2Sr2P2,2.044546,1.322572
SM-9523,Sr1Li1P1,1.459967,0.8185800000000001
SM-703,P8Li8,1.38858,0.7631779999999999
SM-798,Li4P20,1.880793,1.154129
SM-665,Li8P56,2.363283,1.628892
SM-9527,Li2Rb2S2,3.797164,2.796408
SM-9528,Rb2Li2Se2,3.250198,2.325585
SM-12783,Rb8Li4Ta4S16,3.612111,2.708803
SM-12784,Rb4Li2V2S8,2.664131,1.9109859999999999
SM-9533,Sb6Li6S12,1.66614,1.066744
SM-9535,Li1Sc1S2,2.504231,1.464536
SM-9539,Li1Y1S2,2.807647,1.864342
SM-9542,Sb4Sr4Li4,1.204561,0.635774
SM-9543,Sb2Zn2Li2,0.9879549999999999,0.5114000000000001
SM-9544,Li1Y1Se2,2.298269,1.4456769999999999
SM-5731,Li8Si8,0.362517,0.025544999999999998
SM-4284,Te36Li12,0.620833,0.189503
SM-9549,Li8Mg4Si4,0.497073,0.179529
SM-14019,Li4Mn2O4,4.299255,3.021063999999999
SM-9551,Mn2Li4O6,3.26493,1.746816
SM-13540,Li8Mn4O12,3.245189,1.728597
SM-12785,Sn2S8Mn2Li4,2.839749,1.9893939999999999
SM-12786,Sn4S16Mn4Li8,2.875785,1.985762
SM-12787,Ni2Mn4O12Li4,2.76187,1.804011
SM-14020,Li4Sn2Mo6O16,1.722947,0.9425849999999991
SM-4042,Na4N2Li2,1.537564,0.706884
SM-3959,Th3N6Li6,3.230942,2.1792
SM-3982,Zr1N2Li2,2.759975,1.7071800000000001
SM-13304,O2N16Li4Sr8Si8,3.756374,2.60763
SM-9552,Li2Na1Sb1,1.2446329999999999,0.682862
SM-12788,Nb2Sr1O7Li2,2.686815,1.369874
SM-12789,Li4Sr2Nb4O14,3.037373,1.7504659999999999
SM-14021,Ni1Li2O2,4.787629,3.738495
SM-14022,Ni2Li4O4,4.998578,3.923223
SM-4815,Li8Ni4O12,2.773807,1.068959
SM-9554,Li2Ti6O13,4.1922179999999996,2.737531
SM-9555,V12O26Li4,1.437049,0.574757
SM-19545,O1Li2,6.60542,4.965535
SM-19546,Li2O1,6.604799,5.001335
SM-4844,Pd1O2Li2,3.129996,1.294554
SM-19548,Li16O16,3.753813,1.615225
SM-19549,Li4O4,4.204641,1.992605
SM-19550,Li4O4,4.336207,2.331143
SM-3126,Pb2Li4O6,1.9905700000000002,0.9797239999999999
SM-2819,Te4O16Li8,3.851024,2.305894
SM-20200,Li4V2Si2O10,3.590594,2.094396
SM-4088,Li4Te2Sn2O12,3.87359,2.119316
SM-12790,Li2Zr1Te1O6,4.382302,2.811902
SM-12791,Pd2P4Li4O14,3.029517,0.9846539999999999
SM-12792,Ta2Sr1O7Li2,3.424395,2.066903
SM-12793,Ta4Sr2O14Li4,3.6542,2.322913
SM-9556,Ti6O14Li4,4.322204,2.81229
SM-276,Li2S1,4.354007,3.391462
SM-382,S4Li8,4.079667,3.126006
SM-381,S4Li8,4.902262,3.897314
SM-9558,Li8Sn4S12,2.180878,1.352377
SM-9559,Te4S12Li8,0.38203899999999996,0.19806
SM-12794,Sn2Zn2Li4S8,3.268119,2.278885
SM-1518,Li2Se1,3.848211,2.970482
SM-9560,Sn2Se6Li4,2.08782,1.235817
SM-9561,Li8Te4Se12,0.187082,0.042467
SM-4282,Li2Te1,3.214822,2.4966559999999998
SM-1393,Li3N1,2.067652,1.123353
SM-1360,Li6N2,2.308309,1.275001
SM-4043,N2Na3Li3,1.831357,1.021638
SM-3983,N2Na3Li3,0.472603,0.0
